function_kind,function_name,duration_ms,time_stamp,attributes
PoolingForward,cudnnPoolingForward,0.952,2019-06-04T18:09:15.907121Z,"{""pooling_desc"":{""padding_a"":{""val"":[0,0],""type"":""int""},""stride_a"":{""type"":""int"",""val"":[2,2]},""opinfo"":{""type"":""cudnnPoolingDescriptor_t""},""mode"":{""type"":""cudnnPoolingMode_t"",""val"":""CUDNN_POOLING_MAX (0)""},""nb_dims"":{""val"":2,""type"":""int""},""maxpooling_nan_opt"":{""type"":""cudnnNanPropagation_t"",""val"":""CUDNN_NOT_PROPAGATE_NAN (0)""},""window_dim_a"":{""val"":[3,3],""type"":""int""}},""src_data"":{""opinfo"":{""location"":""dev"",""addr"":140349390378496}},""beta"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":0}},""function_kind"":""PoolingForward"",""time_stamp"":""2019-06-04T18:09:15.907121Z"",""duration"":0,""handle"":{""opinfo"":{""type"":""cudnnHandle_t"",""stream_id"":140348928066512}},""alpha"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":1}},""src_desc"":{""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,256,13,13]},""stride_a"":{""type"":""int"",""val"":[43264,169,13,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""dest_desc"":{""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,256,6,6]},""stride_a"":{""type"":""int"",""val"":[9216,36,6,1]}},""dest_data"":{""opinfo"":{""addr"":140349410091008,""location"":""dev""}},""function_name"":""cudnnPoolingForward""}"
GetConvolutionBackwardDataWorkspaceSize,cudnnGetConvolutionBackwardDataWorkspaceSize,0.042,2019-06-04T18:09:15.908073Z,"{""handle"":{""opinfo"":{""type"":""cudnnHandle_t"",""stream_id"":140349062284240}},""dx_desc"":{""stride_a"":{""val"":[150528,50176,224,1],""type"":""int""},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,3,224,224]}},""algo"":{""opinfo"":{""val"":""CUDNN_CONVOLUTION_BWD_DATA_ALGO_0 (0)"",""type"":""cudnnConvolutionBwdDataAlgo_t""}},""function_kind"":""GetConvolutionBackwardDataWorkspaceSize"",""function_name"":""cudnnGetConvolutionBackwardDataWorkspaceSize"",""time_stamp"":""2019-06-04T18:09:15.908073Z"",""w_desc"":{""vect"":{""type"":""int"",""val"":0},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[96,3,11,11]},""format"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""},""opinfo"":{""type"":""cudnnFilterDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""dy_desc"":{""dim_a"":{""type"":""int"",""val"":[1,96,54,54]},""stride_a"":{""val"":[279936,2916,54,1],""type"":""int""},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4}},""conv_desc"":{""math_type"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""},""pad_a"":{""type"":""int"",""val"":[0,0]},""dilation_a"":{""type"":""int"",""val"":[1,1]},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""group_count"":{""type"":""int"",""val"":1},""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""mode"":{""val"":""CUDNN_CROSS_CORRELATION (1)"",""type"":""cudnnConvolutionMode_t""},""array_length"":{""type"":""int"",""val"":2},""stride_a"":{""type"":""int"",""val"":[4,4]}},""duration"":0}"
GetConvolutionBackwardFilterWorkspaceSize,cudnnGetConvolutionBackwardFilterWorkspaceSize,0.03,2019-06-04T18:09:15.908115Z,"{""dw_desc"":{""dim_a"":{""type"":""int"",""val"":[96,3,11,11]},""format"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""},""opinfo"":{""type"":""cudnnFilterDescriptor_t""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""},""vect"":{""val"":0,""type"":""int""},""nb_dims"":{""type"":""int"",""val"":4}},""algo"":{""opinfo"":{""type"":""cudnnConvolutionBwdFilterAlgo_t"",""val"":""CUDNN_CONVOLUTION_BWD_FILTER_ALGO_0 (0)""}},""function_name"":""cudnnGetConvolutionBackwardFilterWorkspaceSize"",""handle"":{""opinfo"":{""type"":""cudnnHandle_t"",""stream_id"":140349062284240}},""conv_desc"":{""array_length"":{""type"":""int"",""val"":2},""stride_a"":{""type"":""int"",""val"":[4,4]},""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""mode"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""},""math_type"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""},""pad_a"":{""type"":""int"",""val"":[0,0]},""dilation_a"":{""type"":""int"",""val"":[1,1]},""group_count"":{""val"":1,""type"":""int""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""function_kind"":""GetConvolutionBackwardFilterWorkspaceSize"",""duration"":0,""time_stamp"":""2019-06-04T18:09:15.908115Z"",""x_desc"":{""nb_dims"":{""val"":4,""type"":""int""},""dim_a"":{""val"":[1,3,224,224],""type"":""int""},""stride_a"":{""type"":""int"",""val"":[150528,50176,224,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""dy_desc"":{""dim_a"":{""type"":""int"",""val"":[1,96,54,54]},""stride_a"":{""type"":""int"",""val"":[279936,2916,54,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4}}}"
GetConvolutionForwardWorkspaceSize,cudnnGetConvolutionForwardWorkspaceSize,0.041,2019-06-04T18:09:15.908145Z,"{""w_desc"":{""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""val"":[96,3,11,11],""type"":""int""},""format"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""},""opinfo"":{""type"":""cudnnFilterDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""vect"":{""type"":""int"",""val"":0}},""conv_desc"":{""dilation_a"":{""val"":[1,1],""type"":""int""},""group_count"":{""type"":""int"",""val"":1},""mode"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""math_type"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""},""stride_a"":{""type"":""int"",""val"":[4,4]},""pad_a"":{""type"":""int"",""val"":[0,0]},""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""array_length"":{""val"":2,""type"":""int""}},""y_desc"":{""nb_dims"":{""val"":4,""type"":""int""},""dim_a"":{""type"":""int"",""val"":[1,96,54,54]},""stride_a"":{""type"":""int"",""val"":[279936,2916,54,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""}},""function_kind"":""GetConvolutionForwardWorkspaceSize"",""function_name"":""cudnnGetConvolutionForwardWorkspaceSize"",""handle"":{""opinfo"":{""type"":""cudnnHandle_t"",""stream_id"":140349062284240}},""x_desc"":{""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,3,224,224]},""stride_a"":{""type"":""int"",""val"":[150528,50176,224,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""}},""algo"":{""opinfo"":{""type"":""cudnnConvolutionFwdAlgo_t"",""val"":""CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_GEMM (0)""}},""duration"":0,""time_stamp"":""2019-06-04T18:09:15.908145Z""}"
ConvolutionForward,cudnnConvolutionForward,0.053,2019-06-04T18:09:15.908186Z,"{""algo"":{""opinfo"":{""type"":""cudnnConvolutionFwdAlgo_t"",""val"":""CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_GEMM (0)""}},""beta"":{""opinfo"":{""val"":0,""type"":""CUDNN_DATA_FLOAT""}},""y_data"":{""opinfo"":{""location"":""dev"",""addr"":140349418766336}},""function_kind"":""ConvolutionForward"",""function_name"":""cudnnConvolutionForward"",""duration"":0,""alpha"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":1}},""work_space"":{""opinfo"":{""location"":""dev"",""addr"":140349422960640}},""work_space_size_in_bytes"":{""opinfo"":{""type"":""size_t"",""val"":4}},""y_desc"":{""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,96,54,54]},""stride_a"":{""type"":""int"",""val"":[279936,2916,54,1]}},""handle"":{""opinfo"":{""type"":""cudnnHandle_t"",""stream_id"":140349062284240}},""x_desc"":{""dim_a"":{""type"":""int"",""val"":[1,3,224,224]},""stride_a"":{""type"":""int"",""val"":[150528,50176,224,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4}},""x_data"":{""opinfo"":{""location"":""dev"",""addr"":140349390378496}},""w_desc"":{""dim_a"":{""type"":""int"",""val"":[96,3,11,11]},""format"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""},""opinfo"":{""type"":""cudnnFilterDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""vect"":{""val"":0,""type"":""int""},""nb_dims"":{""type"":""int"",""val"":4}},""w_data"":{""opinfo"":{""location"":""dev"",""addr"":140349390238720}},""conv_desc"":{""pad_a"":{""type"":""int"",""val"":[0,0]},""dilation_a"":{""type"":""int"",""val"":[1,1]},""group_count"":{""type"":""int"",""val"":1},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""},""array_length"":{""type"":""int"",""val"":2},""math_type"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""},""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""stride_a"":{""type"":""int"",""val"":[4,4]},""mode"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""}},""time_stamp"":""2019-06-04T18:09:15.908186Z""}"
AddTensor,cudnnAddTensor,0.066,2019-06-04T18:09:15.908239Z,"{""alpha"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":1}},""beta"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":1}},""src_dest_desc"":{""dim_a"":{""type"":""int"",""val"":[1,96,54,54]},""stride_a"":{""type"":""int"",""val"":[279936,2916,54,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4}},""src_dest_data"":{""opinfo"":{""addr"":140349418766336,""location"":""dev""}},""function_name"":""cudnnAddTensor"",""time_stamp"":""2019-06-04T18:09:15.908239Z"",""handle"":{""opinfo"":{""stream_id"":140349062284240,""type"":""cudnnHandle_t""}},""bias_desc"":{""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,96,1,1]},""stride_a"":{""type"":""int"",""val"":[96,1,1,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""}},""bias_data"":{""opinfo"":{""addr"":140349263565824,""location"":""dev""}},""function_kind"":""AddTensor"",""duration"":0}"
SetTensor4dDescriptor,cudnnSetTensor4dDescriptor,0.02,2019-06-04T18:09:15.908305Z,"{""function_kind"":""SetTensor4dDescriptor"",""time_stamp"":""2019-06-04T18:09:15.908305Z"",""format"":{""opinfo"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""}},""w"":{""opinfo"":{""type"":""int"",""val"":54}},""c"":{""opinfo"":{""type"":""int"",""val"":96}},""h"":{""opinfo"":{""type"":""int"",""val"":54}},""function_name"":""cudnnSetTensor4dDescriptor"",""duration"":0,""data_type"":{""opinfo"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""n"":{""opinfo"":{""type"":""int"",""val"":1}}}"
SetTensor4dDescriptorEx,cudnnSetTensor4dDescriptorEx,0.013,2019-06-04T18:09:15.908325Z,"{""c_stride"":{""opinfo"":{""type"":""int"",""val"":2916}},""function_kind"":""SetTensor4dDescriptorEx"",""n"":{""opinfo"":{""type"":""int"",""val"":1}},""c"":{""opinfo"":{""type"":""int"",""val"":96}},""h"":{""opinfo"":{""type"":""int"",""val"":54}},""h_stride"":{""opinfo"":{""type"":""int"",""val"":54}},""w_stride"":{""opinfo"":{""type"":""int"",""val"":1}},""function_name"":""cudnnSetTensor4dDescriptorEx"",""duration"":0,""time_stamp"":""2019-06-04T18:09:15.908325Z"",""data_type"":{""opinfo"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""w"":{""opinfo"":{""type"":""int"",""val"":54}},""n_stride"":{""opinfo"":{""type"":""int"",""val"":279936}}}"
SetTensor4dDescriptor,cudnnSetTensor4dDescriptor,0.014,2019-06-04T18:09:15.908338Z,"{""function_name"":""cudnnSetTensor4dDescriptor"",""c"":{""opinfo"":{""type"":""int"",""val"":96}},""h"":{""opinfo"":{""type"":""int"",""val"":26}},""w"":{""opinfo"":{""type"":""int"",""val"":26}},""function_kind"":""SetTensor4dDescriptor"",""duration"":0,""time_stamp"":""2019-06-04T18:09:15.908338Z"",""format"":{""opinfo"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""}},""data_type"":{""opinfo"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""n"":{""opinfo"":{""type"":""int"",""val"":1}}}"
SetTensor4dDescriptorEx,cudnnSetTensor4dDescriptorEx,0.015,2019-06-04T18:09:15.908352Z,"{""n"":{""opinfo"":{""type"":""int"",""val"":1}},""n_stride"":{""opinfo"":{""type"":""int"",""val"":64896}},""c_stride"":{""opinfo"":{""type"":""int"",""val"":676}},""h_stride"":{""opinfo"":{""type"":""int"",""val"":26}},""function_kind"":""SetTensor4dDescriptorEx"",""function_name"":""cudnnSetTensor4dDescriptorEx"",""data_type"":{""opinfo"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""c"":{""opinfo"":{""val"":96,""type"":""int""}},""h"":{""opinfo"":{""val"":26,""type"":""int""}},""w"":{""opinfo"":{""type"":""int"",""val"":26}},""w_stride"":{""opinfo"":{""val"":1,""type"":""int""}},""duration"":0,""time_stamp"":""2019-06-04T18:09:15.908352Z""}"
SetPooling2dDescriptor,cudnnSetPooling2dDescriptor,0.013,2019-06-04T18:09:15.908367Z,"{""horizontal_stride"":{""opinfo"":{""type"":""int"",""val"":2}},""function_kind"":""SetPooling2dDescriptor"",""duration"":0,""time_stamp"":""2019-06-04T18:09:15.908367Z"",""vertical_stride"":{""opinfo"":{""type"":""int"",""val"":2}},""maxpooling_nan_opt"":{""opinfo"":{""type"":""cudnnNanPropagation_t"",""val"":""CUDNN_NOT_PROPAGATE_NAN (0)""}},""window_height"":{""opinfo"":{""val"":3,""type"":""int""}},""window_width"":{""opinfo"":{""type"":""int"",""val"":3}},""vertical_padding"":{""opinfo"":{""type"":""int"",""val"":0}},""horizontal_padding"":{""opinfo"":{""val"":0,""type"":""int""}},""function_name"":""cudnnSetPooling2dDescriptor"",""mode"":{""opinfo"":{""type"":""cudnnPoolingMode_t"",""val"":""CUDNN_POOLING_MAX (0)""}}}"
SetPoolingNdDescriptor,cudnnSetPoolingNdDescriptor,0.026,2019-06-04T18:09:15.90838Z,"{""nb_dims"":{""opinfo"":{""type"":""int"",""val"":2}},""padding_a"":{""opinfo"":{""type"":""int"",""val"":[0,0]}},""stride_a"":{""opinfo"":{""val"":[2,2],""type"":""int""}},""function_kind"":""SetPoolingNdDescriptor"",""duration"":0,""mode"":{""opinfo"":{""type"":""cudnnPoolingMode_t"",""val"":""CUDNN_POOLING_MAX (0)""}},""maxpooling_nan_opt"":{""opinfo"":{""val"":""CUDNN_NOT_PROPAGATE_NAN (0)"",""type"":""cudnnNanPropagation_t""}},""window_dim_a"":{""opinfo"":{""type"":""int"",""val"":[3,3]}},""function_name"":""cudnnSetPoolingNdDescriptor"",""time_stamp"":""2019-06-04T18:09:15.90838Z""}"
PoolingForward,cudnnPoolingForward,0.053,2019-06-04T18:09:15.908406Z,"{""alpha"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":1}},""src_desc"":{""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,96,54,54]},""stride_a"":{""type"":""int"",""val"":[279936,2916,54,1]}},""src_data"":{""opinfo"":{""location"":""dev"",""addr"":140349418766336}},""beta"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":0}},""function_kind"":""PoolingForward"",""function_name"":""cudnnPoolingForward"",""handle"":{""opinfo"":{""type"":""cudnnHandle_t"",""stream_id"":140349062284240}},""pooling_desc"":{""padding_a"":{""type"":""int"",""val"":[0,0]},""stride_a"":{""val"":[2,2],""type"":""int""},""opinfo"":{""type"":""cudnnPoolingDescriptor_t""},""mode"":{""val"":""CUDNN_POOLING_MAX (0)"",""type"":""cudnnPoolingMode_t""},""nb_dims"":{""type"":""int"",""val"":2},""maxpooling_nan_opt"":{""type"":""cudnnNanPropagation_t"",""val"":""CUDNN_NOT_PROPAGATE_NAN (0)""},""window_dim_a"":{""val"":[3,3],""type"":""int""}},""dest_desc"":{""stride_a"":{""type"":""int"",""val"":[64896,676,26,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,96,26,26]}},""dest_data"":{""opinfo"":{""location"":""dev"",""addr"":140349420863488}},""duration"":0,""time_stamp"":""2019-06-04T18:09:15.908406Z""}"
GetConvolutionBackwardDataWorkspaceSize,cudnnGetConvolutionBackwardDataWorkspaceSize,0.033,2019-06-04T18:09:15.908459Z,"{""conv_desc"":{""pad_a"":{""type"":""int"",""val"":[0,0]},""stride_a"":{""type"":""int"",""val"":[1,1]},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""},""math_type"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""},""mode"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""},""dilation_a"":{""type"":""int"",""val"":[1,1]},""group_count"":{""type"":""int"",""val"":2},""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""array_length"":{""type"":""int"",""val"":2}},""algo"":{""opinfo"":{""val"":""CUDNN_CONVOLUTION_BWD_DATA_ALGO_0 (0)"",""type"":""cudnnConvolutionBwdDataAlgo_t""}},""handle"":{""opinfo"":{""type"":""cudnnHandle_t"",""stream_id"":140349062284240}},""w_desc"":{""vect"":{""type"":""int"",""val"":0},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[256,48,5,5]},""format"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""},""opinfo"":{""type"":""cudnnFilterDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""function_kind"":""GetConvolutionBackwardDataWorkspaceSize"",""function_name"":""cudnnGetConvolutionBackwardDataWorkspaceSize"",""duration"":0,""time_stamp"":""2019-06-04T18:09:15.908459Z"",""dy_desc"":{""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,256,26,26]},""stride_a"":{""val"":[173056,676,26,1],""type"":""int""},""opinfo"":{""type"":""cudnnTensorDescriptor_t""}},""dx_desc"":{""stride_a"":{""type"":""int"",""val"":[86400,900,30,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,96,30,30]}}}"
GetConvolutionBackwardFilterWorkspaceSize,cudnnGetConvolutionBackwardFilterWorkspaceSize,0.029,2019-06-04T18:09:15.908492Z,"{""handle"":{""opinfo"":{""type"":""cudnnHandle_t"",""stream_id"":140349062284240}},""x_desc"":{""dim_a"":{""val"":[1,96,30,30],""type"":""int""},""stride_a"":{""type"":""int"",""val"":[86400,900,30,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""},""nb_dims"":{""type"":""int"",""val"":4}},""conv_desc"":{""pad_a"":{""type"":""int"",""val"":[0,0]},""dilation_a"":{""type"":""int"",""val"":[1,1]},""group_count"":{""type"":""int"",""val"":2},""math_type"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""},""stride_a"":{""type"":""int"",""val"":[1,1]},""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""mode"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""},""array_length"":{""type"":""int"",""val"":2}},""algo"":{""opinfo"":{""val"":""CUDNN_CONVOLUTION_BWD_FILTER_ALGO_0 (0)"",""type"":""cudnnConvolutionBwdFilterAlgo_t""}},""duration"":0,""time_stamp"":""2019-06-04T18:09:15.908492Z"",""dy_desc"":{""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,256,26,26]},""stride_a"":{""type"":""int"",""val"":[173056,676,26,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""dw_desc"":{""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""vect"":{""type"":""int"",""val"":0},""nb_dims"":{""val"":4,""type"":""int""},""dim_a"":{""type"":""int"",""val"":[256,48,5,5]},""format"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""},""opinfo"":{""type"":""cudnnFilterDescriptor_t""}},""function_kind"":""GetConvolutionBackwardFilterWorkspaceSize"",""function_name"":""cudnnGetConvolutionBackwardFilterWorkspaceSize""}"
GetConvolutionForwardWorkspaceSize,cudnnGetConvolutionForwardWorkspaceSize,0.038,2019-06-04T18:09:15.908521Z,"{""duration"":0,""time_stamp"":""2019-06-04T18:09:15.908521Z"",""handle"":{""opinfo"":{""stream_id"":140349062284240,""type"":""cudnnHandle_t""}},""conv_desc"":{""mode"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""pad_a"":{""type"":""int"",""val"":[0,0]},""array_length"":{""type"":""int"",""val"":2},""group_count"":{""type"":""int"",""val"":2},""stride_a"":{""val"":[1,1],""type"":""int""},""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""math_type"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""},""dilation_a"":{""type"":""int"",""val"":[1,1]}},""y_desc"":{""stride_a"":{""type"":""int"",""val"":[173056,676,26,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""val"":4,""type"":""int""},""dim_a"":{""val"":[1,256,26,26],""type"":""int""}},""algo"":{""opinfo"":{""type"":""cudnnConvolutionFwdAlgo_t"",""val"":""CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_GEMM (0)""}},""function_kind"":""GetConvolutionForwardWorkspaceSize"",""function_name"":""cudnnGetConvolutionForwardWorkspaceSize"",""x_desc"":{""nb_dims"":{""val"":4,""type"":""int""},""dim_a"":{""val"":[1,96,30,30],""type"":""int""},""stride_a"":{""type"":""int"",""val"":[86400,900,30,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""}},""w_desc"":{""opinfo"":{""type"":""cudnnFilterDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""vect"":{""type"":""int"",""val"":0},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[256,48,5,5]},""format"":{""val"":""CUDNN_TENSOR_NCHW (0)"",""type"":""cudnnTensorFormat_t""}}}"
