function_kind,function_name,duration_ms,time_stamp,attributes
ConvolutionBackwardFilter,cudnnConvolutionBackwardFilter,0.721,2019-06-04T18:09:15.73135Z,"{""work_space_size_in_bytes"":{""opinfo"":{""val"":41728,""type"":""size_t""}},""x_desc"":{""dim_a"":{""val"":[1,3,224,224],""type"":""int""},""stride_a"":{""type"":""int"",""val"":[150528,50176,224,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4}},""x_data"":{""opinfo"":{""location"":""dev"",""addr"":140349420863488}},""dy_desc"":{""dim_a"":{""val"":[1,96,54,54],""type"":""int""},""stride_a"":{""type"":""int"",""val"":[279936,2916,54,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4}},""work_space"":{""opinfo"":{""location"":""dev"",""addr"":140349422725120}},""function_name"":""cudnnConvolutionBackwardFilter"",""dy_data"":{""opinfo"":{""location"":""dev"",""addr"":140349421604992}},""conv_desc"":{""dilation_a"":{""type"":""int"",""val"":[1,1]},""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""math_type"":{""val"":""CUDNN_DEFAULT_MATH (0)"",""type"":""cudnnMathType_t""},""pad_a"":{""val"":[0,0],""type"":""int""},""group_count"":{""type"":""int"",""val"":1},""stride_a"":{""val"":[4,4],""type"":""int""},""array_length"":{""type"":""int"",""val"":2},""mode"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""algo"":{""opinfo"":{""type"":""cudnnConvolutionBwdFilterAlgo_t"",""val"":""CUDNN_CONVOLUTION_BWD_FILTER_ALGO_3 (3)""}},""dw_data"":{""opinfo"":{""location"":""dev"",""addr"":140349421465600}},""alpha"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":1}},""function_kind"":""ConvolutionBackwardFilter"",""time_stamp"":""2019-06-04T18:09:15.73135Z"",""handle"":{""opinfo"":{""type"":""cudnnHandle_t"",""stream_id"":140348928066512}},""beta"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":0}},""dw_desc"":{""format"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""},""opinfo"":{""type"":""cudnnFilterDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""vect"":{""type"":""int"",""val"":0},""nb_dims"":{""val"":4,""type"":""int""},""dim_a"":{""val"":[96,3,11,11],""type"":""int""}},""duration"":0}"
GetConvolutionBackwardDataAlgorithmMaxCount,cudnnGetConvolutionBackwardDataAlgorithmMaxCount,0.039,2019-06-04T18:09:15.732071Z,"{""duration"":0,""time_stamp"":""2019-06-04T18:09:15.732071Z"",""handle"":{""opinfo"":{""type"":""cudnnHandle_t"",""stream_id"":140348928066512}},""function_kind"":""GetConvolutionBackwardDataAlgorithmMaxCount"",""function_name"":""cudnnGetConvolutionBackwardDataAlgorithmMaxCount""}"
FindConvolutionBackwardDataAlgorithm,cudnnFindConvolutionBackwardDataAlgorithm,0.195,2019-06-04T18:09:15.73211Z,"{""filter_desc"":{""opinfo"":{""type"":""cudnnFilterDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""vect"":{""type"":""int"",""val"":0},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[96,3,11,11]},""format"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""}},""conv_desc"":{""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""array_length"":{""type"":""int"",""val"":2},""pad_a"":{""type"":""int"",""val"":[0,0]},""stride_a"":{""type"":""int"",""val"":[4,4]},""dilation_a"":{""type"":""int"",""val"":[1,1]},""mode"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""},""group_count"":{""type"":""int"",""val"":1},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""math_type"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""}},""duration"":0,""function_name"":""cudnnFindConvolutionBackwardDataAlgorithm"",""time_stamp"":""2019-06-04T18:09:15.73211Z"",""handle"":{""opinfo"":{""type"":""cudnnHandle_t"",""stream_id"":140348928066512}},""diff_desc"":{""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""val"":[1,96,54,54],""type"":""int""},""stride_a"":{""type"":""int"",""val"":[279936,2916,54,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""}},""grad_desc"":{""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""val"":[1,3,224,224],""type"":""int""},""stride_a"":{""type"":""int"",""val"":[150528,50176,224,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""}},""requested_algo_count"":{""opinfo"":{""val"":8,""type"":""int""}},""function_kind"":""FindConvolutionBackwardDataAlgorithm""}"
ConvolutionBackwardData,cudnnConvolutionBackwardData,0.264,2019-06-04T18:09:15.732305Z,"{""duration"":0,""w_data"":{""opinfo"":{""location"":""dev"",""addr"":140349421465600}},""dy_desc"":{""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""val"":[1,96,54,54],""type"":""int""},""stride_a"":{""val"":[279936,2916,54,1],""type"":""int""},""opinfo"":{""type"":""cudnnTensorDescriptor_t""}},""algo"":{""opinfo"":{""type"":""cudnnConvolutionBwdDataAlgo_t"",""val"":""CUDNN_CONVOLUTION_BWD_DATA_ALGO_0 (0)""}},""work_space"":{""opinfo"":{""location"":""dev"",""addr"":""NULL_PTR""}},""function_kind"":""ConvolutionBackwardData"",""alpha"":{""opinfo"":{""val"":1,""type"":""CUDNN_DATA_FLOAT""}},""dx_desc"":{""nb_dims"":{""val"":4,""type"":""int""},""dim_a"":{""type"":""int"",""val"":[1,3,224,224]},""stride_a"":{""val"":[150528,50176,224,1],""type"":""int""},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""dx_data"":{""opinfo"":{""location"":""dev"",""addr"":140349420863488}},""time_stamp"":""2019-06-04T18:09:15.732305Z"",""w_desc"":{""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[96,3,11,11]},""format"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""},""opinfo"":{""type"":""cudnnFilterDescriptor_t""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""},""vect"":{""type"":""int"",""val"":0}},""conv_desc"":{""array_length"":{""type"":""int"",""val"":2},""pad_a"":{""val"":[0,0],""type"":""int""},""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""mode"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""},""stride_a"":{""type"":""int"",""val"":[4,4]},""math_type"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""},""dilation_a"":{""val"":[1,1],""type"":""int""},""group_count"":{""type"":""int"",""val"":1}},""beta"":{""opinfo"":{""val"":0,""type"":""CUDNN_DATA_FLOAT""}},""function_name"":""cudnnConvolutionBackwardData"",""handle"":{""opinfo"":{""type"":""cudnnHandle_t"",""stream_id"":140348928066512}},""dy_data"":{""opinfo"":{""location"":""dev"",""addr"":140349421604992}},""work_space_size_in_bytes"":{""opinfo"":{""type"":""size_t"",""val"":0}}}"
ConvolutionBackwardData,cudnnConvolutionBackwardData,0.249,2019-06-04T18:09:15.732569Z,"{""w_data"":{""opinfo"":{""location"":""dev"",""addr"":140349421465600}},""dy_desc"":{""dim_a"":{""type"":""int"",""val"":[1,96,54,54]},""stride_a"":{""type"":""int"",""val"":[279936,2916,54,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4}},""function_name"":""cudnnConvolutionBackwardData"",""handle"":{""opinfo"":{""type"":""cudnnHandle_t"",""stream_id"":140348928066512}},""alpha"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":1}},""dy_data"":{""opinfo"":{""location"":""dev"",""addr"":140349421604992}},""beta"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":0}},""w_desc"":{""format"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""},""opinfo"":{""type"":""cudnnFilterDescriptor_t""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""},""vect"":{""val"":0,""type"":""int""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""val"":[96,3,11,11],""type"":""int""}},""dx_desc"":{""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""val"":[1,3,224,224],""type"":""int""},""stride_a"":{""type"":""int"",""val"":[150528,50176,224,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""dx_data"":{""opinfo"":{""location"":""dev"",""addr"":140349420863488}},""time_stamp"":""2019-06-04T18:09:15.732569Z"",""conv_desc"":{""stride_a"":{""type"":""int"",""val"":[4,4]},""math_type"":{""val"":""CUDNN_DEFAULT_MATH (0)"",""type"":""cudnnMathType_t""},""pad_a"":{""type"":""int"",""val"":[0,0]},""dilation_a"":{""type"":""int"",""val"":[1,1]},""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""mode"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""array_length"":{""type"":""int"",""val"":2},""group_count"":{""type"":""int"",""val"":1}},""algo"":{""opinfo"":{""type"":""cudnnConvolutionBwdDataAlgo_t"",""val"":""CUDNN_CONVOLUTION_BWD_DATA_ALGO_0 (0)""}},""work_space"":{""opinfo"":{""location"":""dev"",""addr"":""NULL_PTR""}},""work_space_size_in_bytes"":{""opinfo"":{""type"":""size_t"",""val"":0}},""function_kind"":""ConvolutionBackwardData"",""duration"":0}"
ConvolutionBackwardData,cudnnConvolutionBackwardData,1.991,2019-06-04T18:09:15.732818Z,"{""time_stamp"":""2019-06-04T18:09:15.732818Z"",""handle"":{""opinfo"":{""type"":""cudnnHandle_t"",""stream_id"":140348928066512}},""dy_desc"":{""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,96,54,54]},""stride_a"":{""val"":[279936,2916,54,1],""type"":""int""}},""dy_data"":{""opinfo"":{""location"":""dev"",""addr"":140349421604992}},""conv_desc"":{""dilation_a"":{""type"":""int"",""val"":[1,1]},""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""pad_a"":{""val"":[0,0],""type"":""int""},""stride_a"":{""val"":[4,4],""type"":""int""},""group_count"":{""type"":""int"",""val"":1},""mode"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""},""math_type"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""},""array_length"":{""type"":""int"",""val"":2}},""function_kind"":""ConvolutionBackwardData"",""w_desc"":{""dim_a"":{""type"":""int"",""val"":[96,3,11,11]},""format"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""},""opinfo"":{""type"":""cudnnFilterDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""vect"":{""type"":""int"",""val"":0},""nb_dims"":{""type"":""int"",""val"":4}},""w_data"":{""opinfo"":{""addr"":140349421465600,""location"":""dev""}},""algo"":{""opinfo"":{""type"":""cudnnConvolutionBwdDataAlgo_t"",""val"":""CUDNN_CONVOLUTION_BWD_DATA_ALGO_1 (1)""}},""work_space_size_in_bytes"":{""opinfo"":{""type"":""size_t"",""val"":0}},""alpha"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":1}},""dx_desc"":{""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,3,224,224]},""stride_a"":{""type"":""int"",""val"":[150528,50176,224,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""function_name"":""cudnnConvolutionBackwardData"",""duration"":0,""work_space"":{""opinfo"":{""location"":""dev"",""addr"":""NULL_PTR""}},""beta"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":0}},""dx_data"":{""opinfo"":{""addr"":140349420863488,""location"":""dev""}}}"
SetConvolutionMathType,cudnnSetConvolutionMathType,0.028,2019-06-04T18:09:15.734809Z,"{""math_type"":{""opinfo"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""}},""function_kind"":""SetConvolutionMathType"",""function_name"":""cudnnSetConvolutionMathType"",""duration"":0,""time_stamp"":""2019-06-04T18:09:15.734809Z""}"
SetConvolutionMathType,cudnnSetConvolutionMathType,0.012,2019-06-04T18:09:15.734837Z,"{""time_stamp"":""2019-06-04T18:09:15.734837Z"",""math_type"":{""opinfo"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""}},""function_kind"":""SetConvolutionMathType"",""function_name"":""cudnnSetConvolutionMathType"",""duration"":0}"
SetConvolutionMathType,cudnnSetConvolutionMathType,0.028,2019-06-04T18:09:15.734849Z,"{""function_name"":""cudnnSetConvolutionMathType"",""duration"":0,""time_stamp"":""2019-06-04T18:09:15.734849Z"",""math_type"":{""opinfo"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""}},""function_kind"":""SetConvolutionMathType""}"
GetConvolutionBackwardDataWorkspaceSize,cudnnGetConvolutionBackwardDataWorkspaceSize,0.03,2019-06-04T18:09:15.734877Z,"{""function_name"":""cudnnGetConvolutionBackwardDataWorkspaceSize"",""duration"":0,""dx_desc"":{""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,3,224,224]},""stride_a"":{""type"":""int"",""val"":[150528,50176,224,1]}},""algo"":{""opinfo"":{""val"":""CUDNN_CONVOLUTION_BWD_DATA_ALGO_0 (0)"",""type"":""cudnnConvolutionBwdDataAlgo_t""}},""dy_desc"":{""nb_dims"":{""val"":4,""type"":""int""},""dim_a"":{""type"":""int"",""val"":[1,96,54,54]},""stride_a"":{""type"":""int"",""val"":[279936,2916,54,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""conv_desc"":{""stride_a"":{""type"":""int"",""val"":[4,4]},""group_count"":{""type"":""int"",""val"":1},""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""math_type"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""dilation_a"":{""type"":""int"",""val"":[1,1]},""array_length"":{""val"":2,""type"":""int""},""pad_a"":{""type"":""int"",""val"":[0,0]},""mode"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""}},""function_kind"":""GetConvolutionBackwardDataWorkspaceSize"",""time_stamp"":""2019-06-04T18:09:15.734877Z"",""handle"":{""opinfo"":{""type"":""cudnnHandle_t"",""stream_id"":140348928066512}},""w_desc"":{""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""vect"":{""type"":""int"",""val"":0},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[96,3,11,11]},""format"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""},""opinfo"":{""type"":""cudnnFilterDescriptor_t""}}}"
GetConvolutionBackwardFilterWorkspaceSize,cudnnGetConvolutionBackwardFilterWorkspaceSize,0.028,2019-06-04T18:09:15.734907Z,"{""function_kind"":""GetConvolutionBackwardFilterWorkspaceSize"",""function_name"":""cudnnGetConvolutionBackwardFilterWorkspaceSize"",""duration"":0,""time_stamp"":""2019-06-04T18:09:15.734907Z"",""handle"":{""opinfo"":{""type"":""cudnnHandle_t"",""stream_id"":140348928066512}},""dy_desc"":{""stride_a"":{""type"":""int"",""val"":[279936,2916,54,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,96,54,54]}},""conv_desc"":{""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""group_count"":{""type"":""int"",""val"":1},""stride_a"":{""type"":""int"",""val"":[4,4]},""pad_a"":{""type"":""int"",""val"":[0,0]},""dilation_a"":{""type"":""int"",""val"":[1,1]},""math_type"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""},""array_length"":{""type"":""int"",""val"":2},""mode"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""}},""algo"":{""opinfo"":{""type"":""cudnnConvolutionBwdFilterAlgo_t"",""val"":""CUDNN_CONVOLUTION_BWD_FILTER_ALGO_0 (0)""}},""x_desc"":{""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""val"":[1,3,224,224],""type"":""int""},""stride_a"":{""val"":[150528,50176,224,1],""type"":""int""},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""}},""dw_desc"":{""opinfo"":{""type"":""cudnnFilterDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""vect"":{""type"":""int"",""val"":0},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[96,3,11,11]},""format"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""}}}"
GetConvolutionForwardWorkspaceSize,cudnnGetConvolutionForwardWorkspaceSize,0.731,2019-06-04T18:09:15.734935Z,"{""conv_desc"":{""pad_a"":{""type"":""int"",""val"":[0,0]},""mode"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""},""math_type"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""},""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""array_length"":{""type"":""int"",""val"":2},""stride_a"":{""type"":""int"",""val"":[4,4]},""dilation_a"":{""type"":""int"",""val"":[1,1]},""group_count"":{""val"":1,""type"":""int""}},""duration"":0,""time_stamp"":""2019-06-04T18:09:15.734935Z"",""algo"":{""opinfo"":{""type"":""cudnnConvolutionFwdAlgo_t"",""val"":""CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_GEMM (0)""}},""function_kind"":""GetConvolutionForwardWorkspaceSize"",""function_name"":""cudnnGetConvolutionForwardWorkspaceSize"",""handle"":{""opinfo"":{""stream_id"":140348928066512,""type"":""cudnnHandle_t""}},""x_desc"":{""dim_a"":{""type"":""int"",""val"":[1,3,224,224]},""stride_a"":{""type"":""int"",""val"":[150528,50176,224,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4}},""w_desc"":{""dim_a"":{""type"":""int"",""val"":[96,3,11,11]},""format"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""},""opinfo"":{""type"":""cudnnFilterDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""vect"":{""type"":""int"",""val"":0},""nb_dims"":{""type"":""int"",""val"":4}},""y_desc"":{""dim_a"":{""type"":""int"",""val"":[1,96,54,54]},""stride_a"":{""val"":[279936,2916,54,1],""type"":""int""},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""},""nb_dims"":{""val"":4,""type"":""int""}}}"
ConvolutionForward,cudnnConvolutionForward,0.069,2019-06-04T18:09:15.735666Z,"{""handle"":{""opinfo"":{""stream_id"":140348928066512,""type"":""cudnnHandle_t""}},""w_desc"":{""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""vect"":{""val"":0,""type"":""int""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[96,3,11,11]},""format"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""},""opinfo"":{""type"":""cudnnFilterDescriptor_t""}},""algo"":{""opinfo"":{""type"":""cudnnConvolutionFwdAlgo_t"",""val"":""CUDNN_CONVOLUTION_FWD_ALGO_IMPLICIT_GEMM (0)""}},""function_kind"":""ConvolutionForward"",""function_name"":""cudnnConvolutionForward"",""y_desc"":{""stride_a"":{""type"":""int"",""val"":[279936,2916,54,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""},""nb_dims"":{""val"":4,""type"":""int""},""dim_a"":{""type"":""int"",""val"":[1,96,54,54]}},""duration"":0,""x_desc"":{""dim_a"":{""type"":""int"",""val"":[1,3,224,224]},""stride_a"":{""type"":""int"",""val"":[150528,50176,224,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4}},""w_data"":{""opinfo"":{""location"":""dev"",""addr"":140349390238720}},""conv_desc"":{""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""mode"":{""val"":""CUDNN_CROSS_CORRELATION (1)"",""type"":""cudnnConvolutionMode_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""math_type"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""},""stride_a"":{""type"":""int"",""val"":[4,4]},""group_count"":{""val"":1,""type"":""int""},""array_length"":{""type"":""int"",""val"":2},""pad_a"":{""val"":[0,0],""type"":""int""},""dilation_a"":{""val"":[1,1],""type"":""int""}},""work_space_size_in_bytes"":{""opinfo"":{""type"":""size_t"",""val"":4}},""time_stamp"":""2019-06-04T18:09:15.735666Z"",""alpha"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":1}},""x_data"":{""opinfo"":{""location"":""dev"",""addr"":140349390378496}},""work_space"":{""opinfo"":{""location"":""dev"",""addr"":140349391498240}},""beta"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":0}},""y_data"":{""opinfo"":{""location"":""dev"",""addr"":140349418766336}}}"
AddTensor,cudnnAddTensor,0.948,2019-06-04T18:09:15.735735Z,"{""handle"":{""opinfo"":{""type"":""cudnnHandle_t"",""stream_id"":140348928066512}},""alpha"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":1}},""bias_data"":{""opinfo"":{""location"":""dev"",""addr"":140349263565824}},""function_name"":""cudnnAddTensor"",""time_stamp"":""2019-06-04T18:09:15.735735Z"",""bias_desc"":{""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""val"":[1,96,1,1],""type"":""int""},""stride_a"":{""type"":""int"",""val"":[96,1,1,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""}},""beta"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":1}},""src_dest_desc"":{""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,96,54,54]},""stride_a"":{""type"":""int"",""val"":[279936,2916,54,1]}},""src_dest_data"":{""opinfo"":{""location"":""dev"",""addr"":140349418766336}},""function_kind"":""AddTensor"",""duration"":0}"
CreatePoolingDescriptor,cudnnCreatePoolingDescriptor,0.026,2019-06-04T18:09:15.736683Z,
CreateTensorDescriptor,cudnnCreateTensorDescriptor,0.011,2019-06-04T18:09:15.736709Z,
CreateTensorDescriptor,cudnnCreateTensorDescriptor,0.016,2019-06-04T18:09:15.73672Z,
SetTensor4dDescriptor,cudnnSetTensor4dDescriptor,0.015,2019-06-04T18:09:15.736736Z,"{""format"":{""opinfo"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""}},""data_type"":{""opinfo"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""c"":{""opinfo"":{""type"":""int"",""val"":96}},""h"":{""opinfo"":{""type"":""int"",""val"":54}},""function_kind"":""SetTensor4dDescriptor"",""n"":{""opinfo"":{""type"":""int"",""val"":1}},""w"":{""opinfo"":{""type"":""int"",""val"":54}},""function_name"":""cudnnSetTensor4dDescriptor"",""duration"":0,""time_stamp"":""2019-06-04T18:09:15.736736Z""}"
